image_file,model_id,race,gender,emotion_label,Pitch,Roll,Yaw,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,anger,disgust,fear,happiness,sadness,surprise,neutral
AF01_AC.jpg,AF01,Asian,Female,Anger,-4.836090218038227,-1.7806730708103513,4.606548351726685,0.6246191,0.22879168,0.4579164,0.3565886,0.12932922,0.0,0.06843356,0.15593305,0.0,0.024703616,0.40495276,0.3397674,0.5705732,0.0,0.44745696,0.7224739,0.022797393,0.21549548,0.4870655,0.04168333,0.9049733,0.08525612,9.840006e-05,3.352633e-06,0.006896798,1.7315553e-05,0.0027545772
AF01_AO.jpg,AF01,Asian,Female,Anger,-8.802541587492051,-2.8454236604203027,2.9378093967344228,0.25678322,0.075583324,0.9362773,0.21537101,0.32167208,0.0,0.6417155,0.4667617,0.0,0.15346046,0.2526737,0.3463617,0.25215614,1.0,0.5944992,0.008263852,0.9999201,0.9137078,0.08112443,0.9066737,0.84689283,0.14576767,0.00017038146,8.6431464e-05,0.0058681266,0.00019858498,0.0010159588
AF01_CC.jpg,AF01,Asian,Female,Calm,-0.6071289049220879,-3.1458402226320383,4.301161783585316,0.2249833,0.17765388,0.23837353,0.3320471,0.12328533,0.0,0.09173944,0.009759077,0.0,0.03357719,0.3492327,0.19179928,0.450261,0.0,0.41006276,0.39938685,0.11511843,0.078319006,0.14539877,0.055641036,0.03432171,0.01527963,0.0024798021,0.0031756076,0.0067386543,0.045955386,0.8920493
AF01_CO.jpg,AF01,Asian,Female,Calm,-1.5948590867156696,-1.5026455596075574,0.5887115215484572,0.42466423,0.26238286,0.22508907,0.3217509,0.2623199,0.0,0.07399106,0.2759787,0.0,0.24426445,0.3721679,0.2802675,0.5871712,1.0,0.49709505,0.22386074,0.8824484,0.1773725,0.2684133,0.038763274,0.16421665,0.17240371,0.014473535,0.0048747663,0.007261583,0.17232683,0.4644429
AF01_DC.jpg,AF01,Asian,Female,Disgust,-3.1483302207811747,-2.516277258160112,3.65403747964903,0.34514636,0.15327924,0.7113169,0.21337922,0.15132345,0.0,0.66419417,0.12935527,0.0,0.06428701,0.47274634,0.39472017,0.56540674,0.0,0.5132091,0.6412453,0.09935062,0.12083732,0.47242996,0.72049606,0.21894538,0.78024477,1.057815e-05,2.6198883e-05,0.00022428666,1.3069549e-05,0.00053561595
AF01_DO.jpg,AF01,Asian,Female,Disgust,-1.7767668695816523,-1.908905134128518,1.1786928422741945,0.5301569,0.14837466,0.81056184,0.2215249,0.69221324,1.0,0.7804461,0.8582058,1.0,0.40828413,0.23322493,0.46435934,0.2548654,1.0,0.31224117,0.016976092,0.998664,0.81966954,0.17260244,0.88854694,0.46887538,0.5200421,0.0007514209,0.0002963256,0.008442299,0.00038126,0.0012111918
AF01_FC.jpg,AF01,Asian,Female,Fear,-3.921056203074592,-1.8894617859475749,0.0562240011407014,0.63360995,0.25506246,0.4274415,0.43025392,0.10061743,0.0,0.074139014,0.026924925,0.0,0.029659482,0.366057,0.21000867,0.7164086,0.0,0.5996411,0.7353303,0.0064278985,0.12718832,0.5569783,0.06547246,0.028259266,0.025509948,0.027454957,0.0022260747,0.08510872,0.010318333,0.82112277
AF01_FO.jpg,AF01,Asian,Female,Fear,0.0610589135260644,-0.9219218206492672,0.7819806857012233,0.7340778,0.5322956,0.57075095,0.56203526,0.07500565,0.0,0.1286666,0.16539577,1.0,0.028398491,0.15546879,0.57277495,0.35850555,0.0,0.6217911,0.21326686,0.880584,0.33723602,0.21050994,0.09791932,0.049169265,0.0056443904,0.308356,0.0010835947,0.0020705515,0.6320556,0.0016206958
AF01_HC.jpg,AF01,Asian,Female,Happy,-5.232925187231209,-2.7423589130741286,1.1842692824323144,0.52506614,0.1571284,0.29959515,0.25331503,0.7701024,1.0,0.37174803,0.5986376,1.0,0.87512475,0.7651418,0.280292,0.48543173,1.0,0.4808303,0.6914384,0.04820385,0.13685097,0.6427603,0.40896913,0.00066917576,0.00032862744,9.1169204e-05,0.99512637,0.0003349427,0.00086216285,0.0025875766
AF01_HE.jpg,AF01,Asian,Female,Happy,-4.231276583801049,-3.6637062305327217,7.217243970423795,0.5636695,0.26679644,0.19366933,0.251007,0.8706551,1.0,0.5403165,0.7519298,1.0,0.9527217,0.7816107,0.120585755,0.16162038,1.0,0.16914359,0.020052144,0.9997068,0.33475628,0.03694506,0.12457572,0.0027793082,0.002096109,0.0011012864,0.9747209,0.00020471601,0.018274272,0.00082333066
AF01_HO.jpg,AF01,Asian,Female,Happy,-3.8447722519761633,-3.865088255180553,6.488982373979694,0.3862103,0.26524118,0.093202785,0.24832799,0.8806816,1.0,0.50638056,0.97956526,1.0,0.9823599,0.73985964,0.087790124,0.17112914,1.0,0.19189021,0.025368787,0.9998952,0.7146398,0.14964275,0.117248885,0.004322703,0.0026496171,0.0010009673,0.9765146,0.0002706966,0.012144855,0.0030965141
AF01_NC.jpg,AF01,Asian,Female,Neutral,-4.79750203251293,-1.6239424308893122,2.204170838243535,0.39685777,0.18677476,0.29921496,0.32313967,0.11582697,0.0,0.084412344,0.029566092,0.0,0.028394468,0.27097747,0.202351,0.5745611,0.0,0.37862292,0.31486925,0.029000575,0.07235192,0.14138596,0.066271916,0.14071752,0.011943594,0.001311746,0.00018035372,0.051222075,0.0030617223,0.7915629
AF01_NO.jpg,AF01,Asian,Female,Neutral,-5.148733272894078,-0.6097985757200182,1.9514222453458052,0.18447378,0.0871529,0.4680047,0.321322,0.09778263,0.0,0.09565398,0.7331925,0.0,0.020881657,0.19226755,0.15223083,0.49864575,0.0,0.37942654,0.52738273,0.07601526,0.31692144,0.08167348,0.06667391,0.63954103,0.02123883,0.0046776165,0.0021454755,0.0057453313,0.069370955,0.25728074
AF01_SC.jpg,AF01,Asian,Female,Sad,-4.31934219735825,-1.6507481226929064,4.830204216191828,0.20406824,0.11425697,0.5217926,0.35482255,0.08591807,0.0,0.079868,0.013065521,0.0,0.0153055,0.3298021,0.08047013,0.4762657,0.0,0.26901212,0.33010525,0.001113418,0.098033056,0.14346087,0.061131034,0.54365736,0.015859475,0.001310661,0.00011569068,0.117970176,0.00015416357,0.32093242
AF01_SUR.jpg,AF01,Asian,Female,Surprise,-4.791570527018344,-2.406760037951359,-4.5014761921410456,0.4823032,0.25919357,0.28629413,0.3408455,0.17720613,1.0,0.08842495,0.05527236,0.0,0.0477353,0.10813385,0.13091412,0.36060286,1.0,0.28807998,0.015936134,0.9989122,0.87740815,0.16750632,0.082666606,0.68887496,0.0009319722,0.009342396,0.0016970525,0.00081927126,0.2862534,0.012080997
AF02_AC.jpg,AF02,Asian,Female,Anger,-8.029332086992099,0.8488410217424405,1.1617542057627597,0.2513587,0.10591868,0.7341167,0.33470973,0.08961644,0.0,0.073100656,0.0088399695,0.0,0.0748066,0.49658725,0.11435474,0.58408594,0.0,0.62808645,0.71519256,0.029146452,0.28564462,0.8345361,0.034665026,0.083923295,0.001288402,0.0021485134,0.00023662955,0.4607207,0.00023059967,0.45145184
